365,FX2N控制的电动机顺序启动，交流接触器线圈电路中不需要使用触点硬件互锁。,T
366,采用转速闭环矢量控制的变频调速系统，其系统主要技术指标基本上能达到直流双闭环调速系统的动态性能，因而可以取代直流调速系统。,T
367,变频器由微处理器控制，可以显示故障信息并可自动修复。,F
368,软启动器的日常维护主要是设备的清洁、凝露的干燥、通风散热、连接器及导线的维护等。,T
369,职业道德不倡导人们的牟利最大化观念。,F
370,职业道德对企业起到增强竞争力的作用。,T
371,职业道德是人的事业成功的重要条件。,T
372,办事公道是指从业人员在进行职业活动时要做到助人为乐，有求必应。,F
373,职业纪律中包括群众纪律。,T
374,工作不分大小，都要认真负责。,T
375,变频调速时，若保持电动机定子供电电压不变，仅改变其频率进行变频调速，将引起磁通的变化，出现励磁不足或励磁过强的现象。,T
376,软启动器可用于频繁或不频繁启动，建议每小时不超过20次。,T
377,职业道德是一种强制性的约束机制。,F
378,向企业员工灌输的职业道德太多了，容易使员工产生谨小慎微的观念。,F
379,职业纪律中包括群众纪律。,T
380,生产任务紧的时候放松文明生产的要求是允许的。,F
381,基尔霍夫定律既适合线性电路，又适合非线性电路。,T
382,正弦量的三要素是指其最大值、角频率和相位。,F
383,变压器是根据电磁感应原理而工作的，它能改变交流电压和直流电压。,F
384,低压断路器具有短路和过载的保护作用。,T
385,二极管按结面积可分为点接触型、面接触型。,T
386,二极管两端加上正向电压就一定会导通。,F
387,使用螺丝刀时要一边压紧，一边旋转。,T
388,电流对人体的伤害可分为电击和电伤。,T
389,雷击是一种自然灾害，具有很多的破坏性。,T
390,生态破坏是指由于环境污染和破坏，对多数人的健康、生命、财产造成的公共性危害。,F
391,变压器的“嗡嗡”声属于机械噪声。,F
392,劳动者的基本权利中遵守劳动纪律是最主要的权利。,F
393,晶体管特性图示仪可以从示波管的荧光屏上自动显示同一半导体管子的四种h参数。,F
394,放大电路的静态值分析可用工程估算法。,T
395,RC选频振荡电路的典型应用是文氏电桥正弦波振荡电路。,T
396,LC振荡电路当电路达到谐振时，LC回路的等效阻抗最大。,T
397,电气控制线路中的指示灯要根据所指示的功能不同而选用不同的颜色。,T
398,压力继电器与压力传感器没有区别。,F
399,直流电动机结构简单、价格便宜、制造方便、调速性能好。,F
